Row Labels,Accommodation,Accounting & tax services,Advertising & market research,Agriculture,Air transport,Animal feeds,Aquaculture,Architectural services etc,Auxiliary financial services,Bakery & farinaceous,Beer & malt,Building & landscape services,Business support services,Cement lime & plaster,Cleaning & toilet preparations,Coal & lignite,"Coke, petroleum & petrochemicals",Computer services,"Computers, electronics & opticals",Construction,Creative services,Cultural services,"Dairy products, oils & fats processing",Education,Electrical equipment,Electricity,Employment services,Fabricated metal,Film video & TV etc; broadcasting,Financial services,Fish & fruit processing,Fishing,Food & beverage services,Forestry harvesting,Forestry planting,Furniture,Gambling,Gas etc,"Glass, clay & stone etc",Grain milling & starch,Head office & consulting services,Health,Households as employers,Imputed rent,Information services,"Inorganic chemicals, dyestuffs & agro-chemicals",Insurance & pensions,Iron & Steel,Leather goods,Legal activities,Machinery & equipment,Meat processing,Membership organisations,Mining Support,Motor Vehicles,"Oil & gas extraction, metal ores & other",Other chemicals,Other food,Other land transport,Other manu-facturing,Other metals & casting,Other personal services,Other professional services,Other transport equipment,"Paints, varnishes and inks etc",Paper & paper products,Pharma-ceuticals,Post & courier,Printing and recording,Public administration & defence,Publishing services,Rail transport,Real estate - fee or contract,Real estate - own,Rental and leasing services,Repair & maintenance,Repairs - personal and household,Research & development,Residential care and social work,Retail - excl vehicles,Rubber & Plastic,Security & investigation,Soft Drinks,Spirits & wines,Sports & recreation,Support services for transport,Telecommunications,Textiles,Tobacco,Travel & related services,Veterinary services,"Waste, remediation & management",Water and sewerage,Water transport,Wearing apparel,Wholesale - excl vehicles,Wholesale & Retail - vehicles,Wood and wood products
"Inorganic chemicals, dyestuffs & agrochemicals",0.65522477,0.182698123,0.774603559,18.96496932,0.833042656,1.834235944,5.585533814,0.304812342,0.205109125,0.833723848,1.234878893,2.988398067,0.408985837,1.861224626,5.837870529,0.694208524,6.578421716,0.307698716,0.815995457,1.034174651,2.354190762,0.442265099,6.770401777,0.593753231,0.685042677,0.44711887,0.855136318,1.375616257,1.165509141,0.328480861,3.091137093,0.933068943,0.651012721,3.533707314,3.933411779,0.96390796,1.109382942,0.199345569,2.167409524,4.275190238,0.198684631,0.729553139,0,0.0772237,0.218001515,1037.577099,0.623319876,2.132432692,6.037820687,0.174871675,0.483566117,5.98455456,0.893110095,0.183630274,0.682416294,0.869524352,11.29866729,3.240946892,1.174297882,0.491650038,1.31227564,1.992788893,0.399650777,0.749834187,43.05078438,4.57895266,0.860083579,0.228498178,1.109037079,0.43669009,0.622869736,0.606515172,0.159182447,0.238353664,0.218134669,0.459479853,0.271872819,0.855882616,0.423691086,0.715525187,4.235622805,0.277796359,15.07988427,0.764945623,0.688749221,1.345252181,0.313208244,14.1538188,0,0.78364175,0.932732559,0.836942405,1.719535991,0.419522007,1.573112458,1.101709923,0.390194337,2.167801672
Insurance & pensions,1.810659947,2.232712535,2.856313777,2.705095194,5.333138395,1.748220546,17.6520722,2.106834384,1.929009033,2.086728338,2.091603954,1.598140801,1.024827021,1.746384951,0.879076207,1.565433958,1.124451187,3.053723338,1.620925937,2.214632834,1.748056921,2.639030696,1.682492259,1.818147213,1.573248839,1.297685585,1.135115476,3.727506396,1.37136175,5.537682716,3.066986615,11.23776084,2.875737827,4.355383882,2.302307075,2.12255946,1.509362529,1.808706059,1.59491182,1.423873697,1.100027737,4.711186838,0,2.674376643,2.583424455,1.48035962,1034.670843,1.733614745,3.567670033,1.740691509,2.282095368,1.970996,0.855028862,0.5382684,1.383319859,1.967539638,1.383666622,1.783895549,3.197542867,1.743254089,1.480079197,2.23199458,0.973250284,2.09318086,1.517847179,1.857459199,0.902425417,1.844200887,2.762535535,6.017492421,1.486192675,1.702208955,1.755136366,2.688352271,1.840595796,1.577910939,2.012097363,1.02839194,3.573851291,7.858405964,1.432577059,0.88427868,1.52568682,1.740148601,2.433506432,2.046123153,3.378500952,1.801387647,0,8.024826103,1.767590315,5.363573983,2.461154315,2.60347978,2.131820279,7.830486899,1.742612128,3.208113534
Iron & Steel,0.161966287,0.094701618,0.179553881,0.357638239,0.235058982,0.557434618,0.543319485,0.147181264,0.144712203,0.374886336,3.077496108,0.138529978,0.083892221,1.445520613,0.82992829,3.246392433,0.523752417,0.197529094,4.666000094,1.310813448,0.183225555,0.25641889,0.423076413,0.106772437,5.443921328,0.502610996,0.109923371,22.10690858,0.095634474,0.131821968,0.505034529,0.844714092,0.206004019,0.47430715,0.239412939,13.09915314,0.132254442,0.241981795,0.668239047,0.271548083,0.072813291,0.166495834,0,0.068754212,0.131583737,0.193825079,0.190134721,1047.987935,0.510701924,0.100811959,14.47399667,0.337618392,0.097063608,0.539807166,8.47941832,0.468089302,0.55581557,0.436089162,0.745614146,2.203986598,4.734672818,0.117387036,0.080866118,5.20439643,0.642858799,0.336365842,0.233524264,0.172756077,0.228958167,0.333985919,0.15286308,0.707757979,0.077381728,0.223969137,0.194105733,4.666309474,0.957639151,0.126426153,0.096188015,0.183964971,1.48064196,0.121637429,1.823813193,0.623095418,0.223485045,0.223457813,0.290385072,0.436696882,0,0.273937172,0.185431982,0.921792897,0.709403613,0.232949562,0.206222634,0.318812662,0.377435334,0.924419557
Leather goods,0.142025033,0.01780711,0.066673637,0.047272619,0.041163161,0.049047946,0.075123222,0.033163326,0.042374674,0.043408045,0.057562739,0.079229144,0.037176665,0.05464713,0.040619996,0.042424963,0.048595714,0.043097579,0.077427921,0.06017384,0.303637685,0.059729651,0.063960104,0.031602213,0.04852533,0.023066514,0.08089225,0.052445632,0.095972568,0.034999713,0.073399547,0.092038648,0.115279985,0.072275118,0.03923187,0.334128925,0.084829946,0.029921254,0.043422941,0.047478469,0.022821283,0.046236393,0,0.004051519,0.029283888,0.036534142,0.027003844,0.063027947,1003.673421,0.019652975,0.057155119,0.09874311,0.151559763,0.007311878,0.213056965,0.047857626,0.04231239,0.057804357,0.070578893,0.040027764,0.04852938,0.114308184,0.029092336,0.180745048,0.048188199,0.053561389,0.024102835,0.044052145,0.039745122,0.100955026,0.031261867,0.033763201,0.010325585,0.015114792,0.039185839,0.053503038,0.034664257,0.052587928,0.075097853,0.073938796,0.040864833,0.051987676,0.053837503,0.035342186,0.091492907,0.027876613,0.029824486,0.190483743,0,0.042971857,0.028373809,0.032426671,0.024905782,0.016550316,0.136569938,0.090693955,0.322092539,0.056811058
Legal activities,4.185229199,27.93545701,18.57671711,31.77833074,7.706080343,4.76882645,1.873645275,25.89861835,9.066330123,3.145733177,4.358908506,11.35395506,9.180647904,1.935714745,2.472382282,2.093655571,1.444975745,20.55759404,2.891078461,8.402875433,3.422830266,3.486359749,12.03471023,1.226953908,2.078816684,3.735681065,10.07339177,3.326331146,3.718349124,19.34301232,4.266855346,2.608623178,5.117944272,2.74704703,2.740425196,2.442643589,5.048691782,2.127351773,1.773449718,7.551932773,14.29895626,13.03515885,0,3.165830324,28.59446702,2.427938981,14.58471195,1.942752007,3.94942171,1061.010364,3.376724999,11.24343739,4.495235226,5.783663666,2.552478379,1.85252028,3.352656127,7.020316056,6.565362581,2.23218208,1.326442289,2.781483884,7.330448047,3.735987649,2.538236704,2.341673288,2.940817534,3.720183891,2.474714495,21.62652959,1.880248213,4.475640913,11.3445243,4.473917434,22.1211716,3.575413985,9.976810195,3.263484211,2.168066432,3.669949328,2.209768226,7.825496929,2.708663042,4.097461592,3.393462469,6.421849051,3.62010565,2.213462539,0,6.492206397,11.50422264,5.289160074,1.570352211,7.893172356,2.737858855,9.137753466,6.685134162,2.209032379
Machinery & equipment,1.32201238,0.864893819,2.135056667,2.947839583,2.943211908,3.453183238,6.955313106,1.403286864,1.46099585,5.000257892,11.02952694,1.281308391,0.788799439,4.808848506,5.035047218,22.87326719,4.704760289,2.713164062,9.802499925,9.20131387,1.876219638,3.975159596,3.863395902,0.721277395,14.0482115,4.471780057,1.198454594,9.159869018,1.332228287,1.285860546,5.551825929,9.439031484,1.626705427,6.883443852,3.030282994,5.36598691,1.223595971,2.032027573,7.171157556,4.054690275,0.769205442,1.085720594,0,0.507102684,1.665434258,3.111836194,1.256367305,12.19210683,3.302320446,1.064972909,1024.129293,3.350991438,1.02993722,3.118680751,18.92315398,7.632477937,4.647398649,3.853838213,2.934422304,8.07307962,6.944797259,1.959056321,0.913813268,23.71803961,7.190019376,9.776659435,2.237840464,1.288240228,3.617977293,1.920812036,2.379949933,2.90247432,0.694642772,1.73898711,2.452785794,16.16062994,6.902941324,2.094859629,0.84832199,1.404578303,7.955660666,1.894659531,8.249551305,5.876413825,2.502143147,2.353519528,3.197573732,4.718773674,0,2.887899571,2.739569809,3.687808235,2.115243781,3.212676841,2.434211362,2.742072873,5.854198854,11.52487207
Meat processing,8.311186473,0.386922761,0.660157708,3.41299716,0.359923185,11.66247662,2.589723991,0.384801283,0.202260782,5.386636433,0.882373378,0.350929738,0.880153921,0.308452768,0.215614577,0.231369496,0.268165805,0.443985519,0.50086823,0.260148047,2.351269673,0.7504083,1.56657488,1.115193325,0.226716232,0.1786913,0.751386019,0.219904471,0.527800168,0.366037342,2.261266015,5.767804597,4.118025766,0.341904714,0.314667637,0.243109508,0.265796842,0.172426945,1.137145555,1.343609162,0.29566897,1.779223705,0,0.024507031,0.29613134,0.176954488,0.278601527,0.587110355,124.2169468,0.30595933,0.280900141,1065.584124,0.405242957,0.071321466,0.289720278,0.291410297,0.566291496,22.78549697,0.316549801,0.192841742,0.193501556,0.130382751,0.280756644,0.206663455,0.276082063,0.260985132,0.415440745,0.400460147,0.218939992,0.825289021,0.29633828,0.293772908,0.096377777,0.092809765,0.189497413,0.318774197,0.187918085,0.182585496,2.435494796,1.438074547,0.220184464,0.228563507,3.822223161,0.737186635,3.571030857,0.370612793,0.176621182,0.2619574,0,0.531711345,0.82120542,0.275456865,0.074472169,0.474482918,0.33485893,1.022818803,0.385443128,0.280420417
Membership organisations,2.000771048,1.484622795,4.61256344,0.260937154,1.22401492,0.621003614,0.238568913,1.301968019,1.150284098,0.607488719,0.818620684,5.399534173,6.116223047,0.222270848,0.400810709,0.319590484,0.261465931,0.914118241,0.654208215,0.502353342,20.66157279,4.567479666,0.296420565,1.489596115,0.446350382,0.479773862,6.729640467,0.460341763,30.02817104,2.135442226,0.296190516,0.317323254,1.811979876,3.494698311,8.738508715,0.541497597,35.08033595,0.312185757,0.215086451,0.297132893,0.92618787,0.491666179,0,0.093119069,0.634122088,0.79124053,1.088302891,0.202458592,0.291795928,0.767204541,0.805760209,0.361506574,1069.855501,0.097778914,0.356381804,0.239898976,0.475722591,0.667795734,0.885583926,0.300782997,0.152072071,1.693310665,5.136281522,1.022045504,0.454280518,0.527202302,0.668206546,1.515542095,1.11221831,1.80449061,0.764225771,1.172235991,0.466890601,0.303305632,0.611264453,1.454094021,0.788220529,0.497909388,2.362951841,0.425544796,0.42137032,2.883126146,0.344480906,0.849106205,50.68761116,1.813795487,2.733903823,0.230744694,0,2.454782825,0.239100654,0.767155481,0.52241607,0.638991917,0.343544152,0.761475109,0.307894605,0.724549509
Mining Support,2.419087095,4.769057135,4.864951676,2.436880882,2.031718799,4.207694099,4.852880569,11.02399543,1.874785879,3.379197455,4.576594598,4.624178549,3.99944173,6.2503235,5.218647462,6.042945491,2.112015991,4.4229313,4.652916839,5.723504374,1.713038021,1.695393697,3.738501019,1.421023705,2.375934861,1.850675437,5.671728182,3.320074841,2.036072195,3.217554562,5.231022971,1.56117065,2.621578745,4.150088402,4.041679216,3.567946694,1.942550608,1.275546059,4.216873248,4.803473912,3.509547375,3.756345447,0,0.940992112,5.206120807,3.805971106,3.257236069,3.204748053,4.486979714,3.185429037,2.8703681,3.295754059,2.205733019,1010.223008,2.078718994,8.868369909,3.383554232,2.69479799,4.445341361,2.41208405,2.247167417,2.464152276,4.728141793,3.450837672,3.16278739,5.361954798,2.292580175,3.892383534,4.480699974,1.777304868,2.513883095,2.976059542,7.177469103,2.406697874,5.889129189,3.25138649,2.824876295,1.482924388,1.146358186,2.96601523,2.78136677,2.361380145,3.418302308,4.603142204,2.449325314,3.93309109,2.171438381,2.893525277,0,7.967792469,3.676998913,7.962237154,1.370092572,2.272163882,3.041018094,10.37479949,4.908661746,4.525390232
Motor Vehicles,0.214521377,0.244655444,0.476256483,0.609886317,0.404955275,0.571234413,0.325176183,0.316954007,0.336567969,0.465462115,0.913452026,0.255523225,0.220468887,1.388432201,0.522912378,1.36342577,0.202661716,0.716075808,0.813924639,0.767352543,0.285085028,0.306530066,0.589415864,0.1462601,0.92725855,0.281162594,0.240343706,0.734815058,0.199744563,0.362150448,0.499056661,0.481318939,0.237031946,0.651035324,0.687099904,1.043211727,0.217378943,0.136918262,0.471840495,0.31631728,0.190545255,0.196976852,0,0.055873476,0.449054959,0.242540984,0.3351279,1.817640984,0.396587232,0.297018362,1.681278262,0.551490202,0.180569114,0.142241167,1009.097707,1.202609535,0.365276052,0.510996704,1.643897911,0.609157636,0.510137958,0.323445244,0.298769262,0.786296924,0.704234549,0.502440719,0.159854628,0.721834737,0.347924747,0.455735894,0.285286445,0.660524669,0.199711621,0.239747859,2.681247477,2.058556435,1.102467493,0.20607496,0.334430388,0.315349769,0.909481689,3.515295746,0.778902904,0.491538212,0.424168537,0.614282337,0.358046192,0.368837711,0,0.722661098,0.181346463,2.281214823,0.229815007,0.351145539,0.235196672,0.78627081,6.415568243,1.432120855
"Oil & gas extraction, metal ores & other",0.963001791,0.504769756,0.656021293,1.708076299,0.888199377,0.879832532,1.465424975,0.554109443,0.392025406,1.018254986,2.72387922,0.910253527,0.326713762,122.979971,1.107711945,1.313894706,0.99334498,0.387926745,0.765970953,16.87643666,1.975625891,1.043629187,1.191734029,0.55254978,0.713103917,0.466030493,0.91358813,0.88722208,0.714203133,0.62977664,1.439716282,0.735386028,1.140633724,1.610741442,1.254268063,0.806105372,0.956019689,0.801809651,66.60817709,1.279616987,0.307253131,0.518042835,0,0.731606934,0.35393721,36.99875096,0.763806377,1.352792923,1.15387798,0.425917214,0.641775732,1.079617365,1.570214654,0.380096398,0.874901959,1157.435929,2.072147939,1.099452868,1.014405734,22.05745134,2.147684925,0.677685963,0.35957581,0.795633264,9.395241445,5.745387795,0.363078636,0.65645998,1.104018136,0.930224239,0.648341029,1.636877753,0.386021166,2.118271479,0.638680392,0.733562564,0.435801738,0.241307252,0.330830634,1.371216271,1.282497427,0.498437693,2.518498021,2.087782313,1.465184483,2.88336634,1.058786887,1.275389422,0,4.726024031,0.640793466,1.765535033,0.874442656,0.876285268,0.615306407,3.109269861,0.846624373,1.406102134
Other chemicals,0.132961823,0.084866492,0.336040045,0.32455767,0.252318171,1.302969974,0.232724692,0.132189741,0.120659169,0.209857172,0.476312817,1.619084904,0.161444963,0.546748112,2.292003837,0.78596316,0.705166563,0.167355272,0.872436336,0.516419851,1.540498079,0.434186318,0.482901488,0.211224706,0.360189012,0.164930692,0.29294661,0.462346835,0.587889198,0.142017233,0.420157345,0.305612536,0.143156941,1.102218647,1.061390808,0.569368347,0.879735926,0.105900038,0.374398654,0.357040072,0.107634155,0.388310704,0,0.028855579,0.124092333,0.447087566,0.124838544,0.365575992,0.268899597,0.099599705,0.385457672,0.334694809,0.345498026,0.075509934,0.515040265,0.903371685,1018.932231,1.670647899,0.366594338,0.395793982,0.30755663,1.302738515,0.218417333,0.400242402,1.369188464,1.004207102,0.166616564,0.099057942,1.631049422,0.159358034,0.42582095,0.256143128,0.076375378,0.094724429,0.112390181,0.3648702,0.183986581,0.192746725,0.180969748,0.290368769,0.695652198,0.142755192,0.466194595,0.211354011,0.427193935,0.307262547,0.144996262,0.307931951,0,0.287804065,0.393448649,0.378797204,0.181085787,0.140554187,0.172868143,0.335878593,0.304682959,1.199210814
Other food,2.280537571,0.257905335,0.449149741,0.296507128,0.360749737,3.911795468,0.644963323,0.228049419,0.322436455,13.38905378,3.591643093,0.35698564,0.359537595,0.307318634,0.185962332,0.142508697,0.235011197,0.292976796,0.30217448,0.286218747,1.766130868,0.506694742,0.949166131,0.344375898,0.185447034,0.166756566,0.753316146,0.145391065,0.581621522,0.291216714,8.576961083,1.498911538,3.280429164,0.194858006,0.113007484,0.131000728,0.68931947,0.133856373,0.539304871,3.09314431,0.280315992,0.580884877,0,0.022739394,0.175771453,0.112230817,0.17771058,0.452852905,6.709096186,0.231628726,0.225495344,5.318857178,0.677371983,0.11912461,0.183058048,0.162481603,0.380537887,1011.57989,0.207358776,0.120835507,0.135174376,0.085388449,0.257251143,0.12063204,0.190355227,0.169670236,0.335027322,0.347983111,0.139128251,0.202943156,0.201077377,0.224843839,0.071865258,0.066715384,0.118014982,0.188901854,0.19580271,0.152244295,1.487277524,1.171936503,0.130919782,0.215345152,24.50419996,2.951394424,0.626802772,0.428835072,0.128620342,0.147673011,0,0.494483408,0.55116362,0.159088194,0.106807413,0.384670758,0.183684191,0.652107744,0.212940462,0.179749145
Other land transport,14.46916724,16.32002281,17.67089829,21.39465796,8.834321048,35.52696724,48.76298632,14.83316225,9.218699403,26.47056397,36.41582676,7.518246028,5.315079193,60.99769467,21.22085403,53.27958974,14.12580117,6.667719523,14.6720941,17.7145566,5.335931222,4.509477736,35.61909078,9.362448264,16.28882195,6.622169931,6.291476149,24.56446391,4.114589436,13.0721181,33.9755324,9.168165393,15.76914091,38.8729281,38.37787715,28.74871015,5.04401574,4.054923617,38.79090654,46.67691237,5.060488508,15.1276887,0,1.216477771,6.731757262,31.46479391,11.82143786,27.0702499,35.46776907,9.720965527,13.84151979,28.71174412,5.136005795,2.080892478,13.85127493,88.86960397,23.97803546,17.46966138,1034.963673,16.52727506,19.14481917,8.65381787,4.533793058,10.7914705,25.37403439,51.3726383,7.029477293,28.90911761,35.53284836,8.437461928,20.40354085,14.745504,6.488367894,4.28457278,28.09468099,15.87795301,10.90544577,3.47212429,8.090807868,21.02834616,18.88080806,5.642488826,29.20973325,37.92701963,7.399805703,20.70042603,9.32696589,21.61965231,0,39.00266288,22.96667425,53.32087846,4.377501802,7.5811345,20.1902316,100.5772509,32.58412952,40.33714327
Other manufacturing,0.326226272,0.510346695,1.08060256,0.370485503,0.544674099,0.568774525,1.680867841,0.866116798,1.017447635,0.483778115,0.875789943,0.416818905,0.376558057,0.392830655,0.844277131,1.66494475,0.557895806,0.841118728,1.149962024,1.202940456,0.619878742,0.419125867,1.373371905,0.244241814,1.430328925,0.657703529,0.344636678,1.267059546,0.287177383,0.594271986,0.689884375,1.173752843,0.369845833,0.64334449,0.741299673,0.930192879,0.579733586,0.566680613,0.766860386,1.065847486,0.412396552,0.30349684,0,0.081589594,0.52490007,0.295339771,0.521277344,0.613736469,0.465427926,0.913852748,3.640051084,0.457121458,0.340973836,0.210478675,1.748255714,0.475570518,0.932985263,0.493860813,0.730595095,1003.761192,0.532419371,0.558047235,0.221331284,2.990257738,0.729591635,0.487237069,0.717821337,0.356118827,0.756853943,0.370060433,0.592838335,0.582326036,0.431528532,0.269937445,0.406386378,3.099761079,0.826026098,0.229507106,0.211493789,0.324901283,0.972089671,0.354917293,0.921369713,0.473275511,0.404697493,0.911092042,1.036042924,0.485216443,0,0.740457438,3.221421623,0.318278341,0.471510894,0.432237297,0.775625447,0.88897092,0.794308446,0.890743539
Other metals & casting,0.191029452,0.143951771,0.44595248,0.312345913,0.308797082,0.629844648,0.710314523,0.2042499,0.204400963,0.483829757,3.178238568,0.261192513,0.114487041,0.648104613,1.037981679,2.026651191,0.647115334,0.500674017,7.458340735,1.967236709,0.252258467,0.326370544,0.516274614,0.130278369,11.69879908,1.845319668,0.17163963,20.16799397,0.152348143,0.204802882,0.965835586,1.06147382,0.240070096,0.535376335,0.286215091,2.610707186,0.167360178,0.269706278,2.412836659,0.316704323,0.109022609,0.216027123,0,0.107439083,0.300431077,0.256380492,0.248473795,3.118648768,0.580351138,0.13703747,12.89811265,0.409707607,0.171264034,0.457828252,14.06895354,0.46455019,2.64441186,0.669045837,0.448865423,9.135210649,1064.478414,0.211734409,0.108424647,6.217008388,0.734265297,0.430917061,0.661232852,0.269864079,0.348166564,0.402805151,0.26908211,0.387699941,0.113012725,0.311135828,0.30263524,4.939227957,1.140414382,0.152167666,0.103715067,0.39967342,1.605390884,0.168245857,2.023503961,0.701493277,0.283913488,0.288258374,0.730234127,0.450485881,0,0.358956689,0.26290562,0.399983396,0.289227353,0.316946878,0.24084069,0.51282806,0.526678297,1.048352783
Other personal services,0.382826378,2.012752495,5.67949691,0.137293848,2.708446319,0.218728857,0.197689382,1.477971695,0.667241953,0.191494469,0.923463747,0.631973469,0.316399669,0.379429838,0.255108456,0.301935688,0.165692987,0.845304686,0.429333098,0.572947101,0.876410119,1.180444433,0.1512733,0.411270422,0.170448224,0.463296166,1.373585081,0.32891617,2.627270723,1.569925648,0.296263011,1.206726938,1.749639941,10.97282289,0.242602749,0.45367396,1.201476494,0.164168103,0.387488735,0.220972156,0.889441387,2.544404583,0,0.111011783,0.86192333,0.41475102,0.585046043,0.171108121,0.250111358,0.764074691,0.433922388,0.171369458,1.095391912,0.470699443,0.198823068,0.205441725,0.197084488,0.47507099,0.471691614,0.366333553,0.342143442,1013.12588,1.050142771,0.507953048,0.392810544,0.347840788,0.353512499,1.504128121,1.05718472,1.935307086,1.133716169,0.744169672,1.299582073,0.329860768,5.057109206,0.942086835,0.576385035,1.128064982,1.90330018,0.680841802,0.197342144,1.227847367,0.325195149,0.934991864,1.315150083,0.593783532,0.309069254,0.160901711,0,1.182216908,0.228131427,0.540617885,0.113430034,1.016925959,0.139883937,0.400260901,0.237068887,1.838009393
Other professional services,0.983671181,1.226600626,2.322631766,0.346345652,1.03291752,0.496750056,0.282918326,3.415931051,1.359826383,0.277928139,0.771918297,1.496381575,9.825693712,0.397435977,0.468573107,0.355878479,0.34737534,5.469863238,0.696657755,1.168663762,1.533839232,1.837959511,0.323694494,1.307992147,0.356902485,0.460809376,0.830508154,0.680414343,1.447029616,1.828433053,0.747737832,1.806683758,1.112222372,0.960442058,1.888499842,0.430245867,1.955913485,0.302381569,0.355469112,0.430530198,5.303055266,0.682477917,0,0.117637595,4.723725615,0.401932386,1.813888478,0.377434245,0.549071313,1.447835215,0.637216927,0.353971229,2.174149728,0.243298522,0.406795031,0.40550357,0.523883736,0.527960525,1.406063265,0.396831486,0.264165216,1.589574025,1012.690563,0.91150899,0.422283288,0.438624775,0.521880461,1.15372903,0.625510704,1.760987703,0.39426509,0.836289928,0.885408507,0.91845936,1.624775692,0.805580534,2.229949665,6.759635404,0.402763956,0.648858995,0.342432968,0.976093567,0.600817973,0.694227577,3.10089922,1.331024495,0.804746275,0.401091116,0,1.494368137,0.464162458,3.164640106,0.246918163,0.806425619,0.461514052,1.325785655,1.166101242,0.475669644
Other transport equipment,0.636833046,0.922745092,1.138980934,0.648295455,3.071382248,0.961054224,13.05780388,2.428639923,0.791655175,0.903410265,2.425965809,1.186539106,1.03953207,0.984564948,1.531461374,3.335606184,0.904683372,1.441495526,2.068989876,2.304738197,1.093601962,1.150865048,0.859322974,0.282679292,2.408014028,0.958549167,1.514376752,2.027293823,0.681193487,0.986503658,7.655515621,65.33567923,0.711662332,1.22924386,0.927839452,1.255317766,0.742384617,0.499753002,1.059528485,1.025725257,0.884701501,0.987541585,0,0.225185739,1.319958084,0.831254538,1.088359539,1.72178448,0.90557173,0.824930175,3.416146227,0.795620663,0.612303351,1.144065693,2.485667812,1.309760999,1.070106001,0.851245276,0.945929091,1.835467673,1.461927682,0.623378418,1.048765665,1047.901971,1.267819981,0.948268385,0.64983385,0.898456512,0.734670862,5.683295058,0.563377766,0.970234316,1.345463315,0.773729989,1.103730248,4.267585833,1.611637454,0.521735054,0.273994859,0.552608233,1.542231779,0.613497556,1.791400421,1.298423881,0.98922371,1.325676321,0.889736554,0.753677183,0,2.064401258,0.947684463,1.166689568,0.610015469,1.315492003,0.585918456,1.088206386,1.167129959,2.258455666
"Paints, varnishes and inks etc",0.120703561,0.085025022,0.594035882,0.21751589,0.088289699,0.098268295,0.095906811,0.105538385,0.100950934,0.105933667,0.457691291,0.072765941,0.070584621,0.183829556,0.17970549,0.171376244,0.065047921,0.124469899,0.225820955,1.182644094,0.562436964,0.332907492,0.148650015,0.235108748,0.887266511,0.066063527,0.130506736,1.181277185,0.183599039,0.11441795,0.158201924,0.121873023,0.10995543,0.110632592,0.096595703,1.568317222,0.391444391,0.073804504,1.508818713,0.15137764,0.056940784,0.069609898,0,0.056640357,0.088939777,0.044420138,0.1204277,0.192518567,0.10818897,0.097687429,0.680182866,0.128527845,0.268932974,0.047240229,1.451951579,0.087270109,0.376930313,0.135267576,0.134841984,0.308270788,0.127132598,0.272478227,0.064273007,0.629514811,1017.148223,1.316536619,0.060196968,0.054221594,3.857110913,0.167154327,1.642714041,0.285932578,0.042455499,0.197688659,0.073543631,0.551030903,0.092940373,0.086358147,0.125980362,0.140792095,0.494736484,0.069166569,0.252507383,0.242539167,0.361523143,0.109600034,0.106074085,0.085338176,0,0.196822754,0.053058727,0.375745099,0.089772479,0.063674454,0.062529808,0.230762813,0.105823478,0.967564719
Paper & paper products,2.431044076,2.448884098,6.575114864,4.316008818,1.390217351,5.122374444,1.287136347,2.876974832,4.439398698,18.72134616,10.34390614,3.514848469,1.339399213,6.273947621,19.72536015,1.665017128,1.190274863,2.094491702,5.552623131,2.830988843,3.70860847,4.136811057,10.16257087,2.348106263,4.161889306,1.346105359,1.910775548,3.702940952,1.674182384,3.191012584,16.37919669,1.365918106,2.6315472,3.908621551,8.168701755,6.409928792,1.655998682,1.386956319,9.472748028,34.88243275,1.78358507,3.839248705,0,0.310126826,1.258078464,1.309628794,3.907985305,2.060339448,11.05164674,3.087242743,3.302063128,8.816364465,2.112116423,0.297422968,3.103964541,1.471170042,9.352592369,14.6415727,1.344699917,5.619812071,1.252288258,1.413185907,1.260778549,2.342928852,2.059778603,1115.59157,5.931550538,1.38404378,80.12219915,4.340722286,33.85386428,1.357788749,1.372598186,1.508275982,1.362039438,2.708792995,2.845593594,1.064361828,1.53562028,2.110133344,12.6169788,1.12986328,13.5035104,10.96078191,4.018523114,2.263901715,1.210917329,9.421392943,0,3.470594887,3.445493025,2.500628512,1.335459526,0.883628651,5.473734413,5.302935813,2.138661854,10.38533473
Pharmaceuticals,1.123263885,0.701522954,0.880463845,6.732178406,0.623898505,34.80141972,2.507405198,1.099524586,0.550112888,0.924452571,0.900457593,1.981098174,0.84371186,0.873543554,6.559096351,0.775340663,0.665124564,0.776241659,0.873243228,0.755719473,1.958502952,0.54892689,2.932337225,1.039844619,0.553391391,0.37222943,0.619258021,0.65095418,0.666261571,0.686547033,1.448796123,1.387070244,1.146963926,0.995451564,0.724439043,0.613038933,0.780438077,0.355919031,0.658347981,2.782127904,0.582090769,7.014657378,0,0.082019433,0.731812879,0.631477425,0.588544428,0.705662389,0.957102934,0.805233656,0.706413498,2.592294198,0.834909206,0.155131833,0.702876512,1.011715161,1.388291488,1.578639443,0.774022352,0.587681757,0.526280205,1.553691831,0.706474079,0.618414039,0.695429197,0.805087581,1063.361441,0.770397603,0.664558632,1.185763893,0.431226878,0.538874698,0.473700251,0.279234615,0.719279696,0.684228649,0.560041402,0.976383192,1.923883851,0.942704921,0.515141816,0.456380583,0.991746765,0.80423746,0.743012954,0.52063856,0.436724511,0.586723556,0,0.970995954,7.391272958,1.072166198,0.260962648,0.418354102,0.708860711,1.54202101,1.010822895,0.800632405
